,,Up,Down
2021,247,,
2021,248,,
2021,249,,
2021,250,,
2021,251,,
2021,252,,
2021,253,,
2021,254,,
2021,255,,
2021,256,,
2021,257,,
2021,258,,
2021,259,,
2021,260,,
2021,261,,
2021,262,,
2021,263,,
2021,264,,
2021,265,,
2021,266,,
2021,267,,
2021,268,,
2021,269,,
2021,270,,
2021,271,,
2021,272,,
2021,273,,
2021,274,,
2021,275,,
2021,276,,
2021,277,,
2021,278,,
2021,279,,
2021,280,,
2021,281,,
2021,282,,
2021,283,,
2021,284,,
2021,285,,
2021,286,,
2021,287,,
2021,288,,
2021,289,,
2021,290,,
2021,291,,
2021,292,,
2021,293,,
2021,294,,
2021,295,,
2021,296,,
2021,297,,
2021,298,,
2021,299,,
2021,300,,
2021,301,,
2021,302,,
2021,303,,
2021,304,,
2021,305,,
2021,306,,
2021,307,,
2021,308,,
2021,309,,
2021,310,,
2021,311,,
2021,312,,
2021,313,,
2021,314,,
2021,315,,
2021,316,,
2021,317,,
2021,318,,
2021,319,,
2021,320,,
2021,321,,
2021,322,,
2021,323,,
2021,324,,
2021,325,,
2021,326,,
2021,327,,
2021,328,,
2021,329,,
2021,330,,
2021,331,,
2021,332,,
2021,333,,
2021,334,,
2021,335,,
2021,336,,
2021,337,,
2021,338,,
2021,339,,
2021,340,,
2021,341,,
2021,342,,
2021,343,,
2021,344,,
2021,345,,
2021,346,,
2021,347,,
2021,348,,
2021,349,,
2021,350,,
2021,351,,
2021,352,,
2021,353,,
2021,354,,
2021,355,,
2021,356,,
2021,357,,
2021,358,,
2021,359,,
2021,360,,
2021,361,,
2021,362,,
2021,363,,
2021,364,,
2021,365,,
2021,366,,
2021,367,,
2021,368,,
2021,369,,
2021,370,,
2021,371,,
2021,372,,
2021,373,,
2021,374,,
2021,375,,
2021,376,,
2021,377,,
2021,378,,
2021,379,,
2021,380,,
2021,381,,
2021,382,,
2021,383,,
2021,384,,
2021,385,,
2021,386,,
2021,387,,
2021,388,,
2021,389,,
2021,390,,
2021,391,,
2021,392,,
2021,393,,
2021,394,,
2021,395,,
2021,396,,
2021,397,,
2021,398,,
2021,399,,
2021,400,,
2021,401,,
2021,402,,
2021,403,,
2021,404,,
2021,405,,
2021,406,,
2021,407,,
2021,408,,
2021,409,,
2021,410,,
2021,411,,
2021,412,,
2021,413,,
2021,414,,
2021,415,,
2021,416,,
2021,417,,
2021,418,,
2021,419,,
2021,420,,
2021,421,,
2021,422,,
2021,423,,
2021,424,,
2021,425,,
2021,426,,
2021,427,,
2021,428,,
2021,429,,
2021,430,,
2021,431,,
2021,432,,
2021,433,,
2021,434,,
2021,435,,
2021,436,,
2021,437,,
2021,438,,
2021,439,,
2021,440,,
2021,441,,
2021,442,,
2021,443,,
2021,444,,
2021,445,,
2021,446,,
2021,447,,
2021,448,,
2021,449,,
2021,450,,
2021,451,,
2021,452,,
2021,453,,
2021,454,,
2021,455,,
2021,456,,
2021,457,,
2021,458,,
2021,459,,
2021,460,,
2021,461,,
2021,462,,
2021,463,,
2021,464,,
2021,465,,
2021,466,,
2021,467,,
2021,468,,
2021,469,,
2021,470,,
2021,471,,
2021,472,,
2021,473,,
2021,474,,
2021,475,,
2021,476,,
2021,477,,
2021,478,,
2021,479,,
2021,480,,
2021,481,,
2021,482,,
2021,483,,
2021,484,,
2021,485,,
2021,486,,
2021,487,,
2021,488,,
2021,489,,
2021,490,,
2021,491,,
2021,492,,
2021,493,,
2021,494,,
2021,495,,
2021,496,,
2021,497,,
2021,498,,
2021,499,,
2021,500,,
2021,501,,
2021,502,,
2021,503,,
2021,504,,
2021,505,,
2021,506,,
2021,507,,
2021,508,,
2021,509,,
2021,510,,
2021,511,,
2021,512,,
2021,513,,
2021,514,,
2021,515,,
2021,516,,
2021,517,,
2021,518,,
2021,519,,
2021,520,,
2021,521,,
2021,522,,
2021,523,,
2021,524,,
2021,525,,
2021,526,,
2021,527,,
2021,528,,
2021,529,,
2021,530,,
2021,531,,
2021,532,,
2021,533,,
2021,534,,
2021,535,,
2021,536,,
2021,537,,
2021,538,,
2021,539,,
2021,540,,
2021,541,,
2021,542,,
2021,543,,
2021,544,,
2021,545,,
2021,546,,
2021,547,,
2021,548,,
2021,549,,
2021,550,,
2021,551,,
2021,552,,
2021,553,,
2021,554,,
2021,555,,
2021,556,,
2021,557,,
2021,558,,
2021,559,,
2021,560,,
2021,561,,
2021,562,,
2021,563,,
2021,564,,
2021,565,,
2021,566,,
2021,567,,
2021,568,,
2021,569,,
2021,570,,
2021,571,,
2021,572,,
2021,573,,
2021,574,,
2021,575,,
2021,576,,
2021,577,,
2021,578,,
2021,579,,
2021,580,,
2021,581,,
2021,582,,
2021,583,,
2021,584,,
2021,585,,
2021,586,,
2021,587,,
2021,588,,
2021,589,,
2021,590,,
2021,591,,
2021,592,,
2021,593,,
2021,594,,
2021,595,,
2021,596,,
2021,597,,
2021,598,,
2021,599,,
2021,600,,
2021,601,,
2021,602,,
2021,603,,
2021,604,,
2021,605,,
2021,606,,
2021,607,,
2021,608,,
2021,609,,
2021,610,,
2021,611,,
2021,612,,
2021,613,,
2021,614,,
2021,615,,
2021,616,,
2021,617,,
2021,618,,
2021,619,,
2021,620,,
2021,621,,
2021,622,,
2021,623,,
2021,624,,
2021,625,,
2021,626,,
2021,627,,
2021,628,,
2021,629,,
2021,630,,
2021,631,,
2021,632,,
2021,633,,
2021,634,,
2021,635,,
2021,636,,
2021,637,,
2021,638,,
2021,639,,
2021,640,,
2021,641,,
2021,642,,
2021,643,,
2021,644,,
2021,645,,
2021,646,,
2021,647,,
2021,648,,
2021,649,,
2021,650,,
2021,651,,
2021,652,,
2021,653,,
2021,654,,
2021,655,,
2021,656,,
2021,657,,
2021,658,,
2021,659,,
2021,660,,
2021,661,,
2021,662,,
2021,663,,
2021,664,,
2021,665,,
2021,666,,
2021,667,,
2021,668,,
2021,669,,
2021,670,,
2021,671,,
2021,672,,
2021,673,,
2021,674,,
2021,675,,
2021,676,,
2021,677,,
2021,678,,
2021,679,,
2021,680,,
2021,681,,
2021,682,,
2021,683,,
2021,684,,
2021,685,,
2021,686,,
2021,687,,
2021,688,,
2021,689,,
2021,690,,
2021,691,,
2021,692,,
2021,693,,
2021,694,,
2021,695,,
2021,696,,
2021,697,,
2021,698,,
2021,699,,
2021,700,,
2021,701,,
2021,702,,
2021,703,,
2021,704,,
2021,705,,
2021,706,,
2021,707,,
2021,708,,
2021,709,,
2021,710,,
2021,711,,
2021,712,,
2021,713,,
2021,714,,
2021,715,,
2021,716,,
2021,717,,
2021,718,,
2021,719,,
2021,720,,
2021,721,,
2021,722,,
2021,723,,
2021,724,,
2021,725,,
2021,726,,
2021,727,,
2021,728,,
2021,729,,
2021,730,,
2021,731,,
2021,732,,
2021,733,,
2021,734,,
2021,735,,
2021,736,,
2021,737,,
2021,738,,
2021,739,,
2021,740,,
2021,741,,
2021,742,,
2021,743,,
2021,744,,
2021,745,,
2021,746,,
2021,747,,
2021,748,,
2021,749,,
2021,750,,
2021,751,,
2021,752,,
2021,753,,
2021,754,,
2021,755,,
2021,756,,
2021,757,,
2021,758,,
2021,759,,
2021,760,,
2021,761,,
2021,762,,
2021,763,,
2021,764,,
2021,765,,
2021,766,,
2021,767,,
2021,768,,
2021,769,,
2021,770,,
2021,771,,
2021,772,,
2021,773,,
2021,774,,
2021,775,,
2021,776,,
2021,777,,
2021,778,,
2021,779,,
2021,780,,
2021,781,,
2021,782,,
2021,783,,
2021,784,,
2021,785,,
2021,786,,
2021,787,,
2021,788,,
2021,789,,
2021,790,,
2021,791,,
2021,792,,
2021,793,,
2021,794,,
2021,795,,
2021,796,,
2021,797,,
2021,798,,
2021,799,,
2021,800,,
2021,801,,
2021,802,,
2021,803,,
2021,804,,
2021,805,,
2021,806,,
2021,807,,
2021,808,,
2021,809,,
2021,810,,
2021,811,,
2021,812,,
2021,813,,
2021,814,,
2021,815,,
2021,816,,
2021,817,,
2021,818,,
2021,819,,
2021,820,,
2021,821,,
2021,822,,
2021,823,,
2021,824,,
2021,825,,
2021,826,,
2021,827,,
2021,828,,
2021,829,,
2021,830,,
2021,831,,
2021,832,,
2021,833,,
2021,834,,
2021,835,,
2021,836,,
2021,837,,
2021,838,,
2021,839,,
2021,840,,
2021,841,,
2021,842,,
2021,843,,
2021,844,,
2021,845,,
2021,846,,
2021,847,,
2021,848,,
2021,849,,
2021,850,,
2021,851,,
2021,852,,
2021,853,,
2021,854,,
2021,855,,
2021,856,,
2021,857,,
2021,858,,
2021,859,,
2021,860,,
2021,861,,
2021,862,,
2021,863,,
2021,864,,
2021,865,,
2021,866,,
2021,867,,
2021,868,,
2021,869,,
2021,870,,
2021,871,,
2021,872,,
2021,873,,
2021,874,,
2021,875,,
2021,876,,
2021,877,,
2021,878,,
2021,879,,
2021,880,,
2021,881,,
2021,882,,
2021,883,,
2021,884,,
2021,885,,
2021,886,,
2021,887,,
2021,888,,
2021,889,,
2021,890,,
2021,891,,
2021,892,,
2021,893,,
2021,894,,
2021,895,,
2021,896,,
2021,897,,
2021,898,,
2021,899,,
2021,900,,
2021,901,,
2021,902,,
2021,903,,
2021,904,,
2021,905,,
2021,906,,
2021,907,,
2021,908,,
2021,909,,
2021,910,,
2021,911,,
2021,912,,
2021,913,,
2021,914,,
2021,915,,
2021,916,,
2021,917,,
2021,918,,
2021,919,,
2021,920,,
2021,921,,
2021,922,,
2021,923,,
2021,924,,
2021,925,,
2021,926,,
2021,927,,
2021,928,,
2021,929,,
2021,930,,
2021,931,,
2021,932,,
2021,933,,
2021,934,,
2021,935,,
2021,936,,
2021,937,,
2021,938,,
2021,939,,
2021,940,,
2021,941,,
2021,942,,
2021,943,,
2021,944,,
2021,945,,
2021,946,,
2021,947,,
2021,948,,
2021,949,,
2021,950,,
2021,951,,
2021,952,,
2021,953,,
2021,954,,
2021,955,,
2021,956,,
2021,957,,
2021,958,,
2021,959,,
2021,960,,
2021,961,,
2021,962,,
2021,963,,
2021,964,,
2021,965,,
2021,966,,
2021,967,,
2021,968,,
2021,969,,
2021,970,,
2021,971,,
2021,972,,
2021,973,,
2021,974,,
2021,975,,
2021,976,,
2021,977,,
2021,978,,
2021,979,,
2021,980,,
2021,981,,
2021,982,,
2021,983,,
2021,984,,
2021,985,,
2021,986,,
2021,987,,
2021,988,,
2021,989,,
2021,990,,
2021,991,,
2021,992,,
2021,993,,
2021,994,,
2021,995,,
2021,996,,
2021,997,,
2021,998,,
2021,999,,
2021,1000,,
2021,1001,,
2021,1002,,
2021,1003,,
2021,1004,,
2021,1005,,
2021,1006,,
2021,1007,,
2021,1008,,
2021,1009,,
2021,1010,,
2021,1011,,
2021,1012,,
2021,1013,,
2021,1014,,
2021,1015,,
2021,1016,,
2021,1017,,
2021,1018,,
2021,1019,,
2021,1020,,
2021,1021,,
2021,1022,,
2021,1023,,
2021,1024,,
2021,1025,,
2021,1026,,
2021,1027,,
2021,1028,,
2021,1029,,
2021,1030,,
2021,1031,,
2021,1032,,
2021,1033,,
2021,1034,,
2021,1035,,
2021,1036,,
2021,1037,,
2021,1038,,
2021,1039,,
2021,1040,,
2021,1041,,
2021,1042,,
2021,1043,,
2021,1044,,
2021,1045,,
2021,1046,,
2021,1047,,
2021,1048,,
2021,1049,,
2021,1050,,
2021,1051,,
2021,1052,,
2021,1053,,
2021,1054,,
2021,1055,,
2021,1056,,
2021,1057,,
2021,1058,,
2021,1059,,
2021,1060,,
2021,1061,,
2021,1062,,
2021,1063,,
2021,1064,,
2021,1065,,
2021,1066,,
2021,1067,,
2021,1068,,
2021,1069,,
2021,1070,,
2021,1071,,
2021,1072,,
2021,1073,,
2021,1074,,
2021,1075,,
2021,1076,,
2021,1077,,
2021,1078,,
2021,1079,,
2021,1080,,
2021,1081,,
2021,1082,,
2021,1083,,
2021,1084,,
2021,1085,,
2021,1086,,
2021,1087,,
2021,1088,,
2021,1089,,
2021,1090,,
2021,1091,,
2021,1092,,
2021,1093,,
2021,1094,,
2021,1095,,
2021,1096,,
2021,1097,,
2021,1098,,
2021,1099,,
2021,1100,,
2021,1101,,
2021,1102,,
2021,1103,,
2021,1104,,
2021,1105,,
2021,1106,,
2021,1107,,
2021,1108,,
2021,1109,,
2021,1110,,
2021,1111,,
2021,1112,,
2021,1113,,
2021,1114,,
2021,1115,,
2021,1116,,
2021,1117,,
2021,1118,,
2021,1119,,
2021,1120,,
2021,1121,,
2021,1122,,
2021,1123,,
2021,1124,,
2021,1125,,
2021,1126,,
2021,1127,,
2021,1128,,
2021,1129,,
2021,1130,,
2021,1131,,
2021,1132,,
2021,1133,,
2021,1134,,
2021,1135,,
2021,1136,,
2021,1137,,
2021,1138,,
2021,1139,,
2021,1140,,
2021,1141,,
2021,1142,,
2021,1143,,
2021,1144,,
2021,1145,,
2021,1146,,
2021,1147,,
2021,1148,,
2021,1149,,
2021,1150,,
2021,1151,,
2021,1152,,
2021,1153,,
2021,1154,,
2021,1155,,
2021,1156,,
2021,1157,,
2021,1158,,
2021,1159,,
2021,1160,,
2021,1161,,
2021,1162,,
2021,1163,,
2021,1164,,
2021,1165,,
2021,1166,,
2021,1167,,
2021,1168,,
2021,1169,,
2021,1170,,
2021,1171,,
2021,1172,,
2021,1173,,
2021,1174,,
2021,1175,,
2021,1176,,
2021,1177,,
2021,1178,,
2021,1179,,
2021,1180,,
2021,1181,,
2021,1182,,
2021,1183,,
2021,1184,,
2021,1185,,
2021,1186,,
2021,1187,,
2021,1188,,
2021,1189,,
2021,1190,,
2021,1191,,
2021,1192,,
2021,1193,,
2021,1194,,
2021,1195,,
2021,1196,,
2021,1197,,
2021,1198,,
2021,1199,,
2021,1200,,
2021,1201,,
2021,1202,,
2021,1203,,
2021,1204,,
2021,1205,,
2021,1206,,
2021,1207,,
2021,1208,,
2021,1209,,
2021,1210,,
2021,1211,,
2021,1212,,
2021,1213,,
2021,1214,,
2021,1215,,
2021,1216,,
2021,1217,,
2021,1218,,
2021,1219,,
2021,1220,,
2021,1221,,
2021,1222,,
2021,1223,,
2021,1224,,
2021,1225,,
2021,1226,,
2021,1227,,
2021,1228,,
2021,1229,,
2021,1230,,
2021,1231,,
2021,1232,,
2021,1233,,
2021,1234,,
2021,1235,,
2021,1236,,
2021,1237,,
2021,1238,,
2021,1239,,
2021,1240,,
2021,1241,,
2021,1242,,
2021,1243,,
2021,1244,,
2021,1245,,
2021,1246,,
2021,1247,,
2021,1248,,
2021,1249,,
2021,1250,,
2021,1251,,
2021,1252,,
2021,1253,,
2021,1254,,
2021,1255,,
2021,1256,,
2021,1257,,
2021,1258,,
2021,1259,,
2021,1260,,
2021,1261,,
2021,1262,,
2021,1263,,
2021,1264,,
2021,1265,,
2021,1266,,
2021,1267,,
2021,1268,,
2021,1269,,
2021,1270,,
2021,1271,,
2021,1272,,
2021,1273,,
2021,1274,,
2021,1275,,
2021,1276,,
2021,1277,,
2021,1278,,
2021,1279,,
2021,1280,,
2021,1281,,
2021,1282,,
2021,1283,,
2021,1284,,
2021,1285,,
2021,1286,,
2021,1287,,
2021,1288,,
2021,1289,,
2021,1290,,
2021,1291,,
2021,1292,,
2021,1293,,
2021,1294,,
2021,1295,,
2021,1296,,
2021,1297,,
2021,1298,,
2021,1299,,
2021,1300,,
2021,1301,,
2021,1302,,
2021,1303,,
2021,1304,,
2021,1305,,
2021,1306,,
2021,1307,,
2021,1308,,
2021,1309,,
2021,1310,,
2021,1311,,
2021,1312,,
2021,1313,,
2021,1314,,
2021,1315,,
2021,1316,,
2021,1317,,
2021,1318,,
2021,1319,,
2021,1320,,
2021,1321,,
2021,1322,,
2021,1323,,
2021,1324,,
2021,1325,,
2021,1326,,
2021,1327,,
2021,1328,,
2021,1329,,
2021,1330,,
2021,1331,,
2021,1332,,
2021,1333,,
2021,1334,,
2021,1335,,
2021,1336,,
2021,1337,,
2021,1338,,
2021,1339,,
2021,1340,,
2021,1341,,
2021,1342,,
2021,1343,,
2021,1344,,
2021,1345,,
2021,1346,,
2021,1347,,
2021,1348,,
2021,1349,,
2021,1350,,
2021,1351,,
2021,1352,,
2021,1353,,
2021,1354,,
2021,1355,,
2021,1356,,
2021,1357,,
2021,1358,,
2021,1359,,
2021,1360,,
2021,1361,,
2021,1362,,
2021,1363,,
2021,1364,,
2021,1365,,
2021,1366,,
2021,1367,,
2021,1368,,
2021,1369,,
2021,1370,,
2021,1371,,
2021,1372,,
2021,1373,,
2021,1374,,
2021,1375,,
2021,1376,,
2021,1377,,
2021,1378,,
2021,1379,,
2021,1380,,
2021,1381,,
2021,1382,,
2021,1383,,
2021,1384,,
2021,1385,,
2021,1386,,
2021,1387,,
2021,1388,,
2021,1389,,
2021,1390,,
2021,1391,,
2021,1392,,
2021,1393,,
2021,1394,,
2021,1395,,
2021,1396,,
2021,1397,,
2021,1398,,
2021,1399,,
2021,1400,,
2021,1401,,
2021,1402,,
2021,1403,,
2021,1404,,
2021,1405,,
2021,1406,,
2021,1407,,
2021,1408,,
2021,1409,,
2021,1410,,
2021,1411,,
2021,1412,,
2021,1413,,
2021,1414,,
2021,1415,,
2021,1416,,
2021,1417,,
2021,1418,,
2021,1419,,
2021,1420,,
2021,1421,,
2021,1422,,
2021,1423,,
2021,1424,,
2021,1425,,
2021,1426,,
2021,1427,,
2021,1428,,
2021,1429,,
2021,1430,,
2021,1431,,
2021,1432,,
2021,1433,,
2021,1434,,
2021,1435,,
2021,1436,,
2021,1437,,
2021,1438,,
2021,1439,,
2021,1440,,
2021,1441,,
2021,1442,,
2021,1443,,
2021,1444,,
2021,1445,,
2021,1446,,
2021,1447,,
2021,1448,,
2021,1449,,
2021,1450,,
2021,1451,,
2021,1452,,
2021,1453,,
2021,1454,,
2021,1455,,
2021,1456,,
2021,1457,,
2021,1458,,
2021,1459,,
2021,1460,,
2021,1461,,
2021,1462,,
2021,1463,,
2021,1464,,
2021,1465,,
2021,1466,,
2021,1467,,
2021,1468,,
2021,1469,,
2021,1470,,
2021,1471,,
2021,1472,,
2021,1473,,
2021,1474,,
2021,1475,,
2021,1476,,
2021,1477,,
2021,1478,,
2021,1479,,
2021,1480,,
2021,1481,,
2021,1482,,
2021,1483,,
2021,1484,,
2021,1485,,
2021,1486,,
2021,1487,,
2021,1488,,
2021,1489,,
2021,1490,,
2021,1491,,
2021,1492,,
2021,1493,,
2021,1494,,
2021,1495,,
2021,1496,,
2021,1497,,
2021,1498,,
2021,1499,,
2021,1500,,
2021,1501,,
2021,1502,,
2021,1503,,
2021,1504,,
2021,1505,,
2021,1506,,
2021,1507,,
2021,1508,,
2021,1509,,
2021,1510,,
2021,1511,,
2021,1512,,
2021,1513,,
2021,1514,,
2021,1515,,
2021,1516,,
2021,1517,,
2021,1518,,
2021,1519,,
2021,1520,,
2021,1521,,
2021,1522,,
2021,1523,,
2021,1524,,
2021,1525,,
2021,1526,,
2021,1527,,
2021,1528,,
2021,1529,,
2021,1530,,
2021,1531,,
2021,1532,,
2021,1533,,
2021,1534,,
2021,1535,,
2021,1536,,
2021,1537,,
2021,1538,,
2021,1539,,
2021,1540,,
2021,1541,,
2021,1542,,
2021,1543,,
2021,1544,,
2021,1545,,
2021,1546,,
2021,1547,,
2021,1548,,
2021,1549,,
2021,1550,,
2021,1551,,
2021,1552,,
2021,1553,,
2021,1554,,
2021,1555,,
2021,1556,,
2021,1557,,
2021,1558,,
2021,1559,,
2021,1560,,
2021,1561,,
2021,1562,,
2021,1563,,
2021,1564,,
2021,1565,,
2021,1566,,
2021,1567,,
2021,1568,,
2021,1569,,
2021,1570,,
2021,1571,,
2021,1572,,
2021,1573,,
2021,1574,,
2021,1575,,
2021,1576,,
2021,1577,,
2021,1578,,
2021,1579,,
2021,1580,,
2021,1581,,
2021,1582,,
2021,1583,,
2021,1584,,
2021,1585,,
2021,1586,,
2021,1587,,
2021,1588,,
2021,1589,,
2021,1590,,
2021,1591,,
2021,1592,,
2021,1593,,
2021,1594,,
2021,1595,,
2021,1596,,
2021,1597,,
2021,1598,,
2021,1599,,
2021,1600,,
2021,1601,,
2021,1602,,
2021,1603,,
2021,1604,,
2021,1605,,
2021,1606,,
2021,1607,,
2021,1608,,
2021,1609,,
2021,1610,,
2021,1611,,
2021,1612,,
2021,1613,,
2021,1614,,
2021,1615,,
2021,1616,,
2021,1617,,
2021,1618,,
2021,1619,,
2021,1620,,
2021,1621,,
2021,1622,,
2021,1623,,
2021,1624,,
2021,1625,,
2021,1626,,
2021,1627,,
2021,1628,,
2021,1629,,
2021,1630,,
2021,1631,,
2021,1632,,
2021,1633,,
2021,1634,,
2021,1635,,
2021,1636,,
2021,1637,,
2021,1638,,
2021,1639,,
2021,1640,,
2021,1641,,
2021,1642,,
2021,1643,,
2021,1644,,
2021,1645,,
2021,1646,,
2021,1647,,
2021,1648,,
2021,1649,,
2021,1650,,
2021,1651,,
2021,1652,,
2021,1653,,
2021,1654,,
2021,1655,,
2021,1656,,
2021,1657,,
2021,1658,,
2021,1659,,
2021,1660,,
2021,1661,,
2021,1662,,
2021,1663,,
2021,1664,,
2021,1665,,
2021,1666,,
2021,1667,,
2021,1668,,
2021,1669,,
2021,1670,,
2021,1671,,
2021,1672,,
2021,1673,,
2021,1674,,
2021,1675,,
2021,1676,,
2021,1677,,
2021,1678,,
2021,1679,,
2021,1680,,
2021,1681,,
2021,1682,,
2021,1683,,
2021,1684,,
2021,1685,,
2021,1686,,
2021,1687,,
2021,1688,,
2021,1689,,
2021,1690,,
2021,1691,,
2021,1692,,
2021,1693,,
2021,1694,,
2021,1695,,
2021,1696,,
2021,1697,,
2021,1698,,
2021,1699,,
2021,1700,,
2021,1701,,
2021,1702,,
2021,1703,,
2021,1704,,
2021,1705,,
2021,1706,,
2021,1707,,
2021,1708,,
2021,1709,,
2021,1710,,
2021,1711,,
2021,1712,,
2021,1713,,
2021,1714,,
2021,1715,,
2021,1716,,
2021,1717,,
2021,1718,,
2021,1719,,
2021,1720,,
2021,1721,,
2021,1722,,
2021,1723,,
2021,1724,,
2021,1725,,
2021,1726,,
2021,1727,,
2021,1728,,
2021,1729,,
2021,1730,,
2021,1731,,
2021,1732,,
2021,1733,,
2021,1734,,
2021,1735,,
2021,1736,,
2021,1737,,
2021,1738,,
2021,1739,,
2021,1740,,
2021,1741,,
2021,1742,,
2021,1743,,
2021,1744,,
2021,1745,,
2021,1746,,
2021,1747,,
2021,1748,,
2021,1749,,
2021,1750,,
2021,1751,,
2021,1752,,
2021,1753,,
2021,1754,,
2021,1755,,
2021,1756,,
2021,1757,,
2021,1758,,
2021,1759,,
2021,1760,,
2021,1761,,
2021,1762,,
2021,1763,,
2021,1764,,
2021,1765,,
2021,1766,,
2021,1767,,
2021,1768,,
2021,1769,,
2021,1770,,
2021,1771,,
2021,1772,,
2021,1773,,
2021,1774,,
2021,1775,,
2021,1776,,
2021,1777,,
2021,1778,,
2021,1779,,
2021,1780,,
2021,1781,,
2021,1782,,
2021,1783,,
2021,1784,,
2021,1785,,
2021,1786,,
2021,1787,,
2021,1788,,
2021,1789,,
2021,1790,,
2021,1791,,
2021,1792,,
2021,1793,,
2021,1794,,
2021,1795,,
2021,1796,,
2021,1797,,
2021,1798,,
2021,1799,,
2021,1800,,
2021,1801,,
2021,1802,,
2021,1803,,
2021,1804,,
2021,1805,,
2021,1806,,
2021,1807,,
2021,1808,,
2021,1809,,
2021,1810,,
2021,1811,,
2021,1812,,
2021,1813,,
2021,1814,,
2021,1815,,
2021,1816,,
2021,1817,,
2021,1818,,
2021,1819,,
2021,1820,,
2021,1821,,
2021,1822,,
2021,1823,,
2021,1824,,
2021,1825,,
2021,1826,,
2021,1827,,
2021,1828,,
2021,1829,,
2021,1830,,
2021,1831,,
2021,1832,,
2021,1833,,
2021,1834,,
2021,1835,,
2021,1836,,
2021,1837,,
2021,1838,,
2021,1839,,
2021,1840,,
2021,1841,,
2021,1842,,
2021,1843,,
2021,1844,,
2021,1845,,
2021,1846,,
2021,1847,,
2021,1848,,
2021,1849,,
2021,1850,,
2021,1851,,
2021,1852,,
2021,1853,,
2021,1854,,
2021,1855,,
2021,1856,,
2021,1857,,
2021,1858,,
2021,1859,,
2021,1860,,
2021,1861,,
2021,1862,,
2021,1863,,
2021,1864,,
2021,1865,,
2021,1866,,
2021,1867,,
2021,1868,,
2021,1869,,
2021,1870,,
2021,1871,,
2021,1872,,
